,Hospital,Tel_hospital,Body,Status,SentDate,Fecha,Dia,Mes,Hora,Messages,Direction,Appointment_msp,Appointment,Cancellation_msp,Cancelled,consult,Consult_Appoint,fail_HH_sms,Fail_HH,achieve_HH,Got_HH,Cupo,Full_turnos_obra_social,No_Relation,No_Correlation,has_error,Error_Interno,has_error_501,Error_501,falla_api_externo,Falla_Api_Externo,alta_dni,not_DNI,issue_name,Issue_Name,ask_kunan,Ask_Kunan,many_fallbacks_goto_hh,Many_Fallbacks_Goto_HH,From_anon,To_anon
500,Carra,whatsapp:+5493515266217,XXXXXXXXXXXXXXXXXX,received,2022-03-01 18:45:24+00:00,2022-03-01,1,3,18,1,inbound,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,7246,4855
501,CityBell,whatsapp:+5492215137770,"*Escribe el número de la opción* que quieres elegir: 
 *1*- Cambiar mi obra social. 
 *2*- Buscar otro doctor de la misma especialidad. 
 *3*- Empezar de nuevo.",read,2022-03-01 18:45:21+00:00,2022-03-01,1,3,18,1,outbound-api,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,2624,3725
502,CityBell,whatsapp:+5492215137770,"Lo siento, el/la especialista no atiende la obra social IOMA OBLIG.. Podés elegir una de las siguientes acciones:",read,2022-03-01 18:45:20+00:00,2022-03-01,1,3,18,1,outbound-api,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,2624,3725
503,CityBell,whatsapp:+5492215137770,1558.0,received,2022-03-01 18:45:20+00:00,2022-03-01,1,3,18,1,inbound,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,3871,2519
504,Carra,whatsapp:+5493515266217,"*Escribe el número de la opción* que quieres elegir: 
 *8068*- AMUR
 *8097*- APM
 *8066*- APROSS
 *8069*- ASOCIART
 *8100*- ATSA
 *8065*- AVALIAN
 *8070*- BOREAL
 *8071*- CAJA DE ABOGADOS
 *8072*- CAJA NOTARIAL - CAJA NOTARIAL
 *8073*- CAMI
 *8074*- CENTRO ASISTENCIAL
 *8076*- COMFYE
 *8135*- COOP. PATRONAL
 *8075*- CPCE
 *8077*- DASUTEN
 *8078*- FEDERADA SALUD
 *8079*- GALENO ART
 *8111*- GASTRONOMICOS
 *8080*- GEA
 *8092*- IOSE - O.S.DEL EJERCITO
 *8081*- JERARQUICOS SALUD
 *8082*- LA SEGUNDA A.R.T.
 *8083*- LA SEGUNDA CIA
 *8134*- LUZ Y FUERZA
 *8084*- MAPFRE
 *8088*- MEDICAR WORK
 *8086*- MET
 *8087*- NOBIS
 *8098*- OBRA SOC.PODER JUDICIAL NACION
 *8102*- OMINT
 *8101*- OMINT ART
 *8105*- OSDE
 *8099*- OSDOP
 *8118*- OSFATLYF
 *8106*- OSITAC
 *8090*- OSPE
 *8107*- OSPECOR
 *8103*- OSPEP
 *8109*- OSPIF
 *8104*- OSPIL
 *8110*- OSPIM
 *8093*- OSPIP
 *8132*- OSSACRA
 *8089*- OSSEG
 *8112*- PAMI
 *8113*- PARTICULAR
 *8133*- PRENSA
 *8136*- PREOCUPACIONAL
 *8114*- PREVENCION A.R.T.
 *8115*- PREVENCION SALUD
 *8116*- PREVENCION SALUD  CARRA
 *8119*- SANCOR SALUD
 *8120*- SANCOR SEGUROS
 *8121*- SEGUROS EL NORTE
 *8122*- SIPS S.A.
 *8124*- SUME SALUD
 *8126*- SWISS MEDICAL
 *8125*- SWISS MEDICAL ART
 *8091*- UOM
 *8127*- VISITAR SRL",read,2022-03-01 18:45:13+00:00,2022-03-01,1,3,18,1,outbound-api,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,5047,6350
505,CityBell,whatsapp:+5492215137770,"*Escribe el número de la opción* que quieres elegir: 
 *1060*- Dr./Dra. GUILLEN, IGNACIO JOSE
 *1074*- Dr./Dra. MONTENEGRO, HUGO
 *1451*- Dr./Dra. MALDONADO, NICOLAS
 *1520*- Dr./Dra. CANCINOS, JORGE
 *1557*- Dr./Dra. ROGGIERO, RODRIGO
 *1558*- Dr./Dra. ARRONDO, GUILLERMO
 *1607*- Dr./Dra. ARRONDO, JOSE
 *1625*- Dr./Dra. POLI, JOSE LUIS
 *1942*- Dr./Dra. SONCINI, IGNACIO
 *1984*- Dr./Dra. BIZZARRI, PABLO DANIEL
 *0*- Volver atrás",read,2022-03-01 18:45:13+00:00,2022-03-01,1,3,18,1,outbound-api,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,2624,3725
506,CityBell,whatsapp:+5492215137770,"*Escribe el número de la opción* que quieres elegir: 
 *1*- Cambiar mi obra social. 
 *2*- Buscar otro doctor de la misma especialidad. 
 *3*- Empezar de nuevo.",read,2022-03-01 18:45:12+00:00,2022-03-01,1,3,18,1,outbound-api,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,2624,3725
507,CityBell,whatsapp:+5492215137770,"Lo siento, el/la especialista no atiende la obra social IOMA OBLIG.. Podés elegir una de las siguientes acciones:",read,2022-03-01 18:45:12+00:00,2022-03-01,1,3,18,1,outbound-api,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,2624,3725
508,Carra,whatsapp:+5493515266217,XXXXXXXXXXXXXX,received,2022-03-01 18:45:08+00:00,2022-03-01,1,3,18,1,inbound,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,6616,4855
509,CityBell,whatsapp:+5492215137770,2.0,received,2022-03-01 18:45:01+00:00,2022-03-01,1,3,18,1,inbound,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,3871,2519
510,CityBell,whatsapp:+5492215137770,1558.0,received,2022-03-01 18:44:53+00:00,2022-03-01,1,3,18,1,inbound,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,3871,2519
511,Carra,whatsapp:+5493515266217,"Necesito tu número de teléfono, por favor. Con formato de código de país (549), característica y número. Por ejemplo: 5491234567890",read,2022-03-01 18:44:36+00:00,2022-03-01,1,3,18,1,outbound-api,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,5047,6350
512,Carra,whatsapp:+5493515266217,Ya te encontrás registrado.,read,2022-03-01 18:44:35+00:00,2022-03-01,1,3,18,1,outbound-api,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,5047,6350
513,Carra,whatsapp:+5493515266217,XXXXXXXXX,received,2022-03-01 18:44:33+00:00,2022-03-01,1,3,18,1,inbound,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,6616,4855
514,CityBell,whatsapp:+5492215137770,"*Escribe el número de la opción* que quieres elegir: 
 *1*- Cambiar mi obra social. 
 *2*- Buscar otro doctor de la misma especialidad. 
 *3*- Empezar de nuevo.",read,2022-03-01 18:44:31+00:00,2022-03-01,1,3,18,1,outbound-api,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,[],0,2624,3725
